,year,Para-1,Para-2,Para-3,Para-4,Para-5,Para-6,Para-7,Para-8,Para-9,Para-10,Para-11,Para-12,Para-13
,10,796,947.6,24.1,0,20,105,12940,490,99.3,9.2,42,12,1.912
Sec_70,1,418,1141.9,17.1,25,19,121,4396,460,0,89.5,0,3,0.932
,2,418,734.9,19,0,11,117,5850,328,0,89.5,0,3,0.951
,3,418,1391.5,17.7,1.3,14,119,5400,302,0,110.5,1,3,0.963
,4,418,1529.3,17,1,20,114,8550,479,1,114.9,2,3,0.972
,5,418,1161.5,17.4,1,12,113,9900,554,1,121.6,4,3,1.029
,6,418,1917.3,17.1,8.9,27,115,10800,605,1.3,129.5,4,4,1.038
,7,418,1350.1,17.8,6.5,21,116,10350,580,1.4,137.6,5,4,1.095
,8,418,1219.1,17.2,18,22,124,10575,592,1.7,140.8,8,5,1.129
,9,418,1283.8,17.5,4.4,14,119,9450,529,1.7,277.4,11,5,1.162
,10,418,1482.8,18.6,0,18,118,10350,580,1.9,285.12,24,5,1.297
Sec_71,1,423,1537.9,14.7,39,24,116,3295,422,0,134.3,0,4,0.802
,2,423,1003.7,16.5,2,20,112,4402,577,0,138.8,0,4,0.809
,3,423,1243.6,15.8,5.9,21,114,4900,656,0,139.1,0,4,0.816
,4,423,1725.9,15,6,26,110,5005,683,0,151.6,0,5,0.82
,5,423,1236.7,15.4,21,13,110,5206,725,47.6,152.5,0,5,0.834
,6,423,1805.7,15.1,33.7,28,113,5383,765,122,153,4,5,0.846
,7,423,1473.3,15.4,21.2,20,112,5534,652,131.7,157.3,59,5,0.858
,8,423,1273.6,14.9,44,22,115,5695,671,140.6,159.3,98,6,0.883
,9,423,1319.2,15.3,14.7,16,114,5805,877,149.5,162.4,186,6,0.908
,10,423,1375.9,16.8,0.4,14,118,5940,604,167.4,166.4,195,6,0.934
Sec_72,1,365,1370,15.9,39,23,118,1511,121,0,153.3,0,2,0.657
,2,365,789.9,17.8,1,13,117,2214,290,0,153.3,0,2,0.673
,3,365,1500.4,16.9,1.9,15,117,1544,207,0,256,0,3,0.724
,4,365,1380.8,16.1,3,14,111,2409,329,1.3,265.6,0,3,0.778
,5,365,1213.8,16.4,7,12,111,2623,365,15.5,298.5,2,3,0.782
,6,365,2142.9,16.2,17.9,25,111,2808,399,28.9,336.9,2,4,0.844
,7,365,1440.4,16.8,11.8,19,110,1890,423,88.8,456.7,7,4,0.882
,8,365,1239.3,16.2,32,18,120,2993,443,103.5,536.6,18,4,0.949
,9,365,1428.1,16.5,8,13,113,2970,448,124.9,570.5,34,7,0.973
,10,365,1587,17.8,0.1,16,120,3078,358,140.4,591.4,51,7,0.997
Sec_73,1,511,1620.8,13.6,60,25,117,1695,217,0,0,0,10,0.763
,2,511,1158,15.3,6,18,108,2487,229,0,0,0,11,0.783
,3,511,1318.5,14.6,15.6,22,117,2748,258,0,0,0,11,0.868
,4,511,1893.1,13.7,12,26,109,2992,287,0,0,1,12,0.879
,5,511,1267.4,14.3,35,13,115,2666,261,0,0,1,12,0.883
,6,511,1933.7,14,53.4,25,114,3072,307,0,9.9,2,12,0.99
,7,511,1554.6,14.3,48.9,19,112,3816,389,0,12.7,7,13,1.11
,8,511,1424.2,13.7,90,20,115,4176,434,0,20.7,10,14,1.262
,9,511,1310.4,14.1,30.8,17,115,5040,534,0,25.4,47,14,1.345
,10,511,1314.1,15.7,3.8,13,110,5238,269,0,29.6,97,17,1.481
Sec_74,1,356,745.9,20.3,0,19,125,3150,334,0,146.7,0,2,0.692
,2,356,1421.9,18.8,0.6,15,120,3150,334,0,153.2,0,2,0.697
,3,356,1183,18.3,0,20,116,2700,286,0,162.9,0,2,0.704
,4,356,1310.8,18.7,0,16,116,3600,382,0,174.3,0,3,0.721
,5,356,1582.4,18.5,1.3,36,115,3150,334,0,185.3,4,4,0.734
,6,356,1091.3,18.9,0.7,23,116,3150,334,1,196.4,7,4,0.742
,7,356,1085.3,18.3,10,24,122,3150,334,1.2,207,8,4,0.758
,8,356,1315.1,18.8,1.8,19,113,3150,334,1.5,211,34,5,0.768
,9,356,1175.1,19.7,0,24,119,3600,382,2,219.3,41,6,0.77
,10,356,751.9,19.7,2.9,13,125,3850,662,2.1,225.3,49,6,0.771
Sec_75,1,345,1026.9,18.7,15,18,118,1308,167,0,58.4,0,4,0.683
,2,345,630.2,20.4,0,16,124,3150,334,0,66.9,0,4,0.695
,3,345,1460.1,18.9,0.4,16,119,3150,334,0,96.4,1,4,0.702
,4,345,1296.4,18.3,0,22,115,2700,286,0,142.7,1,4,0.724
,5,345,1219.7,18.7,0,14,113,3600,382,0,151.3,4,4,0.743
,6,345,1665.5,18.4,1.2,38,113,3150,334,0,164.9,4,4,0.759
,7,345,1040.3,18.9,0.2,26,113,3150,334,0,167.8,5,4,0.778
,8,345,1283.1,18.2,11,23,120,3150,334,0,175,6,5,0.785
,9,345,1228.8,18.8,1.8,17,113,3150,334,0,193.4,15,5,0.812
,10,345,1227,19.7,0,25,115,3600,382,0,194.4,28,5,0.858
Sec_76,1,308,1127.1,17.6,1.7,21,118,286,56,0,0,0,1,0.881
,2,308,1224,17.8,19,22,120,311,61,0,0,0,1,0.905
,3,308,665.2,19.7,0,10,123,1215,25,0,0,0,2,0.918
,4,308,1443.9,18.4,0.1,14,118,1341,29,0,0,0,2,0.231
,5,308,1397.1,17.7,0,22,117,1154,25,0,0,0,2,0.432
,6,308,1155.6,18.1,0,14,113,1258,28,0,0,0,2,0.745
,7,308,1880.7,17.9,2.4,35,116,1295,136,0,0,0,3,0.923
,8,308,1179.3,18.4,1.5,24,116,1343,31,0.5,0.5,0,3,1.021
,9,308,1257.7,17.6,15,25,122,1389,144,0.5,0.6,2,3,1.04
,10,308,1336.4,18.2,2.4,15,116,1440,35,0.7,1.3,5,3,1.09
Sec_77,1,432,1083.2,19.7,11,13,116,9057,2061,0,0,0,5,0.838
,2,432,869.3,21.2,0,14,114,14519,3050,0,0,0,5,0.847
,3,432,1437.9,19.7,0,18,113,14590,3128,0,0,0,6,0.892
,4,432,1317.8,19.1,0,18,114,13207,2888,0,0,2,6,0.934
,5,432,1442.3,19.5,0,21,108,15795,3526,0,0,2,6,0.991
,6,432,1488.3,20,0.3,17,110,15088,3437,0,0,2,7,1.03
,7,432,1338.5,19.4,0,24,115,15150,3339,0,0,3,8,1.061
,8,432,1049.5,19.4,2,19,118,1245,3439,0,0,4,9,1.082
,9,432,1532.4,19.9,0.2,19,111,15300,3703,4.1,15.3,4,9,1.145
,10,432,1262.6,20.6,0,22,118,15446,3869,4.4,16.3,4,10,1.178
Sec_78,1,364,1226.2,19.1,13,22,111,4279,666,0,0,0,4,0.654
,2,364,741.8,20.6,0,17,112,1703,157,0,0,1,4,0.693
,3,364,1399.5,19.3,0.4,25,107,1922,181,0,0,2,4,0.734
,4,364,1332.8,18.7,0,22,109,1913,183,0,0,2,5,0.774
,5,364,1422.3,19.1,0,22,107,1735,170,0,0,3,6,0.782
,6,364,1670.9,19.5,2.2,24,110,2183,218,0.4,5,3,7,0.807
,7,364,1141.6,19,0,28,108,2240,281,0.7,5,17,7,0.812
,8,364,947.8,19,3,22,110,2350,290,2.2,5.1,17,8,0.83
,9,364,1574.4,19.3,0,20,110,2475,262,2.9,43.8,82,8,0.854
,10,364,1251.4,20.4,0,22,111,2560,255,4.7,55.2,115,9,0.884
Sec_79,1,724,336.2,24.4,0,51,92,5559,170,0,0,0,2,2.287
,2,724,592.2,24.8,0,48,90,5698,178,0,0,0,2,2.312
,3,724,249.1,24.3,0,48,88,5836,186,0,0,0,3,2.345
,4,724,383.5,24.4,0,51,91,6059,174,0,0,0,3,2.374
,5,724,361.5,24.7,0,47,91,6353,162,0,0,0,3,2.404
,6,724,737.3,25,0,48,90,6610,175,0,0,0,4,2.497
,7,724,506.6,24.8,0,49,92,6867,189,0,0,0,4,2.5
,8,724,133.4,24.1,0,47,85,6810,177,0,0,0,4,2.521
,9,724,207.1,24,0,49,87,6752,166,0,0,2,6,2.525
,10,724,256.8,24.3,0,52,89,7045,180,0,2.3,3,6,2.534
Sec_80,1,318,2210.6,20.8,0,47,100,3648,248,0,0,0,1,1.422
,2,318,2620.7,21.4,0,44,97,3586,235,0,0,0,1,1.455
,3,318,1920.6,20.9,0,40,97,3798,223,0,0,0,1,1.484
,4,318,2227.5,21.1,0,39,98,4010,210,0,0,0,1,1.506
,5,318,1516.1,21.5,0,39,97,4161,266,0,0,0,1,1.517
,6,318,2139.2,21.8,0,38,98,4312,320,0,0,0,1,1.529
,7,318,1958.8,21.6,0,37,99,4463,375,0,0,0,1,1.534
,8,318,1464.5,20.6,0,34,97,4895,285,0,0,0,1,1.552
,9,318,1519.5,20.4,0,43,97,5276,504,1,1,1,1,1.563
,10,318,1539.3,20.9,0,44,96,5454,608,1,2,2,1,1.573
Sec_81,1,534,818.2,2.4,1267,25,111,2196,323,0,1.3,1,8,1.582
,2,534,790.9,3.2,1083.7,22,115,1917,282,0,3,1,8,1.646
,3,534,587.7,3.4,873,18,118,2082,306,0,4.1,2,9,1.685
,4,534,677.9,3.2,996,18,125,2279,335,0,12.3,2,11,1.729
,5,534,731.1,2.6,1388.8,17,114,2500,500,0,15.4,3,11,1.754
,6,534,782,2.3,1232.3,16,111,2550,600,0,19.8,4,12,1.839
,7,534,940,0.3,1820,23,114,2460,580,0,22.5,4,14,1.854
,8,534,770.5,2.9,1017,20,121,2660,630,1.4,24.5,6,15,1.882
,9,534,664,3.7,1140.1,14,117,2760,650,1.8,33.1,6,16,1.93
,10,534,616.3,3.4,843.1,19,111,2420,650,1.9,38.7,10,16,2.106
Sec_82,1,406,462.9,1.8,1769,21,116,1794,497,0,1.4,4,7,1.213
,2,406,488.8,2,1680,20,120,1557,319,0,2.3,4,7,1.239
,3,406,517.8,3.1,1484.6,21,114,1688,346,0,7.2,6,7,1.24
,4,406,429.3,2.8,1300,17,126,1731,355,0,8.5,6,7,1.264
,5,406,511.9,2.6,1393,20,112,1745,358,0,17.5,9,7,1.276
,6,406,499.5,1.8,1847.8,18,114,2000,400,0,21.3,9,7,1.29
,7,406,450.5,1.4,1854,19,117,2130,370,0,24.6,10,7,1.342
,8,406,645.3,0.3,2341,19,118,2130,370,0,37.5,12,8,1.421
,9,406,510.1,2.7,1427.1,22,122,2320,400,0.2,42.7,13,8,1.493
,10,406,342.9,3.9,1401.4,17,126,2320,400,0.3,46.8,13,9,1.611
Sec_83,1,406,444.2,3.4,1168.8,19,113,1920,340,0,2.8,9,5,1.432
,2,406,559.9,2.3,1526,18,121,1970,430,0,8.5,14,5,1.464
,3,406,364.6,4.3,1027,16,113,2000,440,0,15.3,14,6,1.482
,4,406,293.2,2.9,1302,12,115,2000,560,0,18.3,15,6,1.516
,5,406,662.4,2.7,1564,22,117,2108,512,0,38.4,17,7,1.532
,6,406,620.1,2.6,1294,22,117,2190,575,1.7,43.6,20,8,1.568
,7,406,637.7,3.5,1052,23,123,2250,590,2.4,51.2,21,9,1.593
,8,406,695.7,3.3,1366,17,122,2350,550,3.5,56.3,24,10,1.612
,9,406,552.3,2.7,1537,21,112,2510,590,4.8,70.3,24,11,1.621
,10,406,593.1,2.2,1642,24,130,2510,610,6,76.9,27,11,1.642
Sec_84,1,771,588.9,2.8,1408,19,119,2490,289,0,0,0,2,0.662
,2,771,710.6,3.6,1229.7,25,116,2475,287,0,43.2,16,3,0.671
,3,771,466.7,3.6,1044,19,116,2592,301,0,59.4,46,3,0.682
,4,771,510.2,3.4,1142,25,114,2735,369,0,72.6,57,4,0.715
,5,771,603,2.5,1586.2,18,120,2800,400,1.6,96.5,64,4,0.746
,6,771,517.9,2.2,1549.1,20,113,3170,420,2.5,114,74,6,0.769
,7,771,742.1,0.3,2077,28,114,3320,440,15,164.9,84,7,0.812
,8,771,651.1,3.3,1187.6,22,117,3760,500,19.6,166.7,95.5,8,0.863
,9,771,477.4,4.3,1219.6,17,117,3900,520,24.2,175.2,114,9,0.952
,10,771,508.4,4,955.7,19,114,3720,580,26.7,200.9,125,9,1.108
Sec_85,1,771,649.3,3,1215,20,122,3280,550,0,112.6,37,5,1.281
,2,771,385.8,4.7,846,16,117,3520,590,0,116.7,42,5,1.292
,3,771,429.3,3.4,1114,20,118,3560,590,0,125.1,48,6,1.332
,4,771,632.4,3.3,1346,23,116,4545,533,2.5,134.4,52,7,1.367
,5,771,641.8,3.6,1076,23,116,4770,710,6.3,142.3,64,8,1.395
,6,771,645.5,4.1,904,25,116,5160,780,8.9,153.2,69,9,1.423
,7,771,727.5,4.2,1116,18,116,5280,780,14.5,159.4,74,9,1.464
,8,771,607.4,3.6,1185,24,111,4870,660,19.3,164.5,86,10,1.513
,9,771,533.7,3.4,1282,20,125,4730,680,22.5,167.4,93,11,1.584
,10,771,503.9,2.5,1481,19,112,4740,680,24.7,170.4,103,12,1.62
Sec_86,1,743,506.2,4.1,1017,15,110,850,270,0,0,32,2,2.712
,2,743,541.4,4.5,928,15,108,945,245,0,0,32,2,2.753
,3,743,656.4,4.9,761,16,105,970,249,0,0,35,2,2.783
,4,743,622.5,4.9,713,11,115,1098,282,0,0,35,3,2.798
,5,743,596.7,3.8,867,20,109,1129,290,0,0,37,3,2.818
,6,743,519.2,4.4,1044,13,108,1200,200,0,11.5,51,7,2.843
,7,743,653.5,3.9,941.5,14,116,1290,190,0,22.5,52,7,2.887
,8,743,579,2.1,1661,11,116,1450,210,0,30.8,66,8,2.912
,9,743,528.4,4.7,802.5,15,107,1620,230,0,70.6,69,9,2.921
,10,743,559.2,5.5,831,10,114,1880,270,0,82.3,71,10,2.943
Sec_87,1,743,572.2,5.4,447.6,17,110,1970,480,0,0,0,2,1.603
,2,743,412.6,4.3,871,16,116,1810,450,0,0,0,2,1.639
,3,743,307.3,5.6,672,11,108,1920,570,0,153.1,0,2,1.657
,4,743,625.6,4.2,789,15,112,2100,630,0,155.7,0,2,1.668
,5,743,602.6,4.7,932,13,112,2695,783,0,201.8,0,4,1.673
,6,743,728.3,4.8,685,14,110,2700,810,0.6,218.9,0,4,1.689
,7,743,652.7,4.7,709,18,113,3450,850,2.2,229.4,0,4,1.693
,8,743,511.1,5.4,676,18,117,3800,980,3.4,245.2,0,4,1.712
,9,743,631,4.7,819,16,108,4300,1110,6.7,254.3,1,5,1.743
,10,743,674.5,3.9,1012,20,115,4510,1550,11.7,259.8,21,5,1.76
Sec_88,1,317,458.5,4,972,20,116,1057,162,0,10.3,4,4,1.361
,2,317,512.6,4.2,1199.1,17,117,1200,200,0,21.4,5,5,1.365
,3,317,471.8,3.9,1097.3,15,112,1270,190,0,48.7,7,5,1.37
,4,317,500.9,2.1,1769,12,116,1240,190,0,59.4,9,6,1.385
,5,317,395.4,4.9,921.4,15,120,1290,200,0,75.4,9,7,1.387
,6,317,501.5,5.8,880.2,9,113,1370,210,0,81.2,9,7,1.398
,7,317,632.4,5.4,552.3,15,115,1300,150,0,85,10,7,1.412
,8,317,431,4.2,984,17,116,1120,180,0,122.3,10,8,1.442
,9,317,250.7,5.9,725,12,117,1170,200,4.4,153.4,11,8,1.483
,10,317,537.2,4.4,860,12,124,1180,170,5.7,169.6,12,8,1.492
Sec_89,1,422,702.6,0.1,1485,11,122,5530,702,0,0,0,6,0.768
,2,422,782.8,0.3,1449,13,116,5144,427,0,1.4,0,6,0.778
,3,422,667.5,0.7,1301.9,16,117,5436,451,0,2.7,0,7,0.794
,4,422,825.2,1.3,1080,12,124,5233,434,0,4.2,12,7,0.797
,5,422,1089.7,0.2,1314,17,120,5620,433,0,5.6,12,8,0.801
,6,422,570.8,1,1280.8,13,117,6800,1200,0,6.1,13,8,0.815
,7,422,836.3,0.4,1190.2,13,111,6410,1270,0,6.7,14,8,0.826
,8,422,642.6,1.4,1961,12,126,6150,1220,0,7,14,11,0.834
,9,422,567,0.8,1267.7,8,122,6430,1270,2.3,7.5,15,11,0.846
,10,422,986.4,1.4,1265,13,115,7070,1400,4.8,9,15,11,0.851
Sec_90,1,422,637.8,0.9,1040,21,113,6580,860,7.2,188.5,6,8,0.892
,2,422,472.7,0.2,1350,17,122,6430,960,8.3,196.4,6,10,0.993
,3,422,478.3,0.9,1246,12,113,6650,1000,9.4,208.4,6,10,0.999
,4,422,658.8,0.2,1460,16,115,6966,670,11.2,222.6,6,10,1.002
,5,422,598.5,0.8,1412,11,120,6991,698,11.9,239.6,8,10,1.051
,6,422,810.5,1,1151,21,113,7110,565,12.7,250,8,10,10.59
,7,422,945.8,0.4,1155,18,126,7210,573,15.4,262.2,10,10,1.068
,8,422,598.4,1.2,1229,16,113,7440,630,17.4,283,10,11,1.081
,9,422,610.7,0.8,1261,18,116,7780,660,18.4,291.3,11,14,1.085
,10,422,773.9,0.2,1562,20,115,7680,630,21.4,297.1,13,14,1.092
Sec_91,1,473,461.5,5.8,691.8,15,120,1990,310,0,0,0,2,0.952
,2,473,471,6.8,665.9,12,109,2070,320,1.1,0,0,4,1.025
,3,473,365.8,6.8,339.1,12,119,2530,270,1.7,0,0,5,1.029
,4,473,300.1,5.6,747,11,117,2550,530,2.3,27.8,1,5,1.034
,5,473,279.9,6.6,617,10,116,2590,560,4.3,45.3,1,5,1.046
,6,473,563.4,5.1,674,17,112,2630,320,6.5,50.3,2,6,1.047
,7,473,402.4,6.2,759,8,125,2665,570,11.8,58.1,2,6,1.052
,8,473,481,6.1,576,13,129,2700,630,24.9,67.5,2,9,1.081
,9,473,773.5,5.6,647,16,115,2640,460,27.5,78.5,4,10,1.098
,10,473,438.1,6.3,541,16,111,2770,550,31.5,91.9,4,11,1.162
Sec_92,1,722,838,2.1,959,29,111,2352,174,0,8.2,4,2,0.592
,2,722,1059.1,2,1112,27,106,3317,222,0,17.2,8,2,0.618
,3,722,868.7,2.2,909.2,37,108,4349,292,0,22.9,9,3,0.635
,4,722,859.1,3.8,639,21,116,4528,304,0,34.1,11,3,0.646
,5,722,872.9,2.2,998,26,112,2780,335,0,54.4,17,6,0.664
,6,722,933.5,3.2,780.4,19,115,2910,350,0,87.3,25,7,0.704
,7,722,975.6,2.8,748.8,18,111,2910,385,0,122.3,26,7,0.747
,8,722,1035,1.1,1220,20,111,2700,420,2.2,142.3,27,8,1.021
,9,72,1124.3,2.6,779.7,28,107,2700,455,4.6,156.1,29,11,1.035
Sec_93,1,589,411.4,2.4,2089,12,111,1272,249,0,7.4,11,7,1.392
,2,589,388,3.2,1676,19,120,1454,276,0,13.4,16,7,1.418
,3,589,575.2,3.3,1761.8,17,113,1427,271,0,20.7,16,7,1.422
,4,589,489.5,3,1399,20,119,1484,282,0,22.6,16,8,1.505
,5,589,624.8,2.6,1523,20,119,1543,293,0,28,17,8,1.507
,6,589,437.4,3.1,1755,17,111,1605,305,0,29.3,17,8,1.59
,7,589,525.1,2.1,2017.6,19,117,1669,317,1.6,67,18,9,1.615
,8,589,604.7,0.6,2455,21,111,1736,330,4.5,89.1,18,9,1.657
,9,589,575.7,3.4,1623,20,115,1806,343,5.2,122.7,19,9,1.661
,10,589,659.8,4.4,1415.7,18,116,1880,564,5.9,124.9,19,9,1.693
Sec_94,1,440,495.4,1.8,2365,16,120,1699,131,0,62.3,19,3,1.159
,2,440,467.8,3,1792,19,118,1732,132,0,70.7,19,3,1.25
,3,440,765.4,3.1,1974.6,21,114,1521,117,0,175.7,21,4,1.283
,4,440,530.2,2.5,1676,24,118,1630,127,0,203.2,23,4,1.302
,5,440,726.5,2.4,1740,20,114,1709,131,0,251.9,27,5,1.347
,6,440,544.2,3.5,1779.8,20,119,1812,139,0,281.8,27,5,1.429
,7,440,585.4,2.6,2091.7,17,119,1920,148,0,303,36,6,1.582
,8,440,760.3,1,2536,23,114,2035,157,0,315.2,39,6,1.732
,9,440,642.5,2.7,1900.8,19,121,2158,166,0,320.2,39,7,1.928
,10,440,605,5.2,1286.3,22,120,2240,175,0,329.5,48,7,1.983
Sec_95,1,331,436.2,2.5,2177,14,117,1746,300,0,16.7,15,3,1.097
,2,331,409.9,3.4,1719,18,116,2226,327,0,19.4,18,3,2.112
,3,331,701.4,3.6,1793.1,20,114,2204,324,0,22.2,18,5,2.148
,4,331,461.6,3.1,1514,22,118,2358,347,0,29.4,19,5,2.209
,5,331,641.6,2.9,1567,21,114,2523,371,0,37.4,21,8,2.298
,6,331,479.8,3.8,1722,19,116,2700,397,0,53.2,24,8,2.452
,7,331,570.6,2.6,2051.9,20,116,2889,425,0,68.5,26,8,2.612
,8,331,643.6,0.9,2461,20,109,3091,454,0,74.3,26,9,2.762
,9,331,688.9,3.4,1712.1,20,120,3308,486,0,78.9,28,11,2.89
,10,331,703.2,4.9,1381.1,20,114,3539,520,1.7,81.4,31,11,2.94
Sec_96,1,652,411.4,2.4,2089,12,111,1272,249,0,0,7,1,1.075
,2,652,388,3.2,1676,19,120,1454,276,0,0,8,2,1.081
,3,652,575.2,3.3,1761.8,17,113,1427,271,0,0,9,2,1.089
,4,652,489.5,3,1399,20,119,1484,282,0,16.3,9,2,1.097
,5,652,624.8,2.6,1523,20,119,1543,293,0,44.7,10,3,1.11
,6,652,437.4,3.1,1755,17,111,1605,305,0,74.6,13,3,1.153
,7,652,525.1,2.1,2017.6,19,117,1669,317,0,87.5,13,3,1.351
,8,652,604.7,0.6,2455,21,111,1736,330,0,108.4,16,4,1.391
,9,652,575.7,3.4,1623,20,115,1806,343,0,134.2,16,4,1.423
,10,652,659.8,4.4,1415.7,18,116,1910,352,0,138.3,17,5,1.456
Sec_97,1,514,1404.4,7.8,597,28,115,3671,441,0.8,106.2,0,3,1.186
,2,514,1395.4,9.4,241,26,118,3674,441,12.1,115.1,1,5,1.234
,3,514,1339.6,9.5,335.2,18,116,5820,230,15.6,150.2,4,5,1.27
,4,514,1249.8,7.9,372,26,121,5830,230,28.3,152.3,4,6,1.312
,5,514,1230.5,8.4,515,20,115,6057,239,48.3,154.8,6,6,1.375
,6,514,1262.7,8.3,637,27,113,6306,249,144.9,156.3,8,7,1.408
,7,514,1175.9,8.9,446.7,11,121,6558,259,154.3,165.8,9,7,1.503
,8,514,1636.4,8,525,22,111,6950,272,175.8,177.8,9,7,1.509
,9,514,1133.9,8.4,337.3,19,118,7377,291,189.4,191.7,10,8,1.556
,10,514,1226.4,10.1,203.6,16,114,7672,303,219.7,206.2,10,8,1.607
Sec_98,1,901,1360.7,9.9,167,40,103,12530,880,0,14.9,2,9,1.015
,2,901,1332.4,11.1,45,36,103,13350,921,0,21.7,9,10,1.017
,3,901,1399.1,11,62.9,40,105,10710,739,0,25.2,10,10,1.034
,4,901,1271.1,9.7,117,39,103,11334,827,0,27.6,11,10,1.037
,5,901,1225.1,10.2,126,32,102,12266,882,0,28.7,13,11,1.045
,6,901,1206.4,10.2,188.9,40,109,13197,937,0,30.6,18,11,1.056
,7,901,1052.5,10.4,94.2,34,106,13751,976,0,34.7,23,12,1.061
,8,901,1648.8,9.8,152,44,107,14588,1036,4.8,43.2,24,12,1.068
,9,901,1354.1,10.3,54.9,35,102,14880,1056,5.2,71.1,24,12,1.0763
,10,901,1531,11.1,34.9,40,100,15150,1077,5.9,74.5,33,13,1.087
Sec_99,1,1181,1283.2,7.1,713,28,109,9140,730,0,1.4,0,7,0.573
,2,1181,1196.1,8.5,332,24,112,9362,609,0,9.3,2,8,0.611
,3,1181,1339.3,8.5,440.4,31,120,9645,623,1.2,25.8,6,8,0.652
,4,1181,1190.7,7.2,475,25,117,9968,645,12.3,30.7,6,8,0.67
,5,1181,1078.8,7.6,650,20,110,10100,660,31.8,48.7,8,10,0.712
,6,1181,1306.4,7.6,726.3,28,127,10570,690,77.5,52,10,10,0.728
,7,1181,1176.5,8,546.4,16,121,11270,730,92.4,56.7,11,10,0.782
,8,1181,1599.4,7.5,569,28,110,11800,820,117.5,62.3,13,11,0.835
,9,1181,1193.8,7.5,473.6,28,122,12100,850,122.2,67.7,15,12,0.983
,10,1181,1364.9,9.2,274.3,24,112,12500,880,131.4,72.4,18,12,0.996
Sec_100,1,662,1564.4,11,212,35,111,3861,1249,0,1.6,12,2,1.682
,2,662,1199.3,12.4,32,34,118,3170,1295,6.2,3.6,23,5,1.712
,3,662,1252.5,12.5,64.3,30,118,3100,1265,27.8,6.5,44,6,1.723
,4,662,1297.4,11.1,92,33,112,3131,1278,37.4,10.6,56,9,1.735
,5,662,1351.5,11.4,141,31,114,3162,1290,56.4,38.1,78,9,1.777
,6,662,1251.4,11.2,254.8,27,117,3194,1303,71.5,89.9,95,10,1.794
,7,662,1157.2,11.7,158.7,19,119,3226,1316,89.9,172.1,113,11,1.947
,8,662,1844.3,10.8,209,38,113,3258,1330,109.8,222.3,144,12,1.993
,9,662,1285.8,11.3,85.5,30,111,3291,1343,140.8,292.8,167,12,2.122
,10,662,1110.7,12.8,33.2,27,117,3324,1356,193.7,305.6,180,12,2.212
Sec_101,1,454,1446.2,13.6,69.3,23,119,2156,509,0,0,0,2,1.466
,2,454,1366.8,12.7,152,19,116,2223,525,0,0,0,2,1.492
,3,454,1310.5,13.3,57.9,17,114,2634,595,0,0,0,4,1.597
,4,454,1128.7,15,28,12,121,3842,730,0,0,0,15,1.634
,5,454,1126.6,14.4,28.8,16,116,3842,730,19,0,0,15,1.654
,6,454,931.8,13.6,125,13,116,4150,830,15.1,1.8,1,15,1.681
,7,454,703,14.5,17,13,118,4150,830,24.6,7.9,2,15,1.838
,8,454,1124.1,14.9,45,18,117,4200,840,119,15.7,2,16,1.862
,9,454,1462.3,13.2,62,27,117,4400,720,138.2,30.5,6,18,1.883
,10,454,986.3,14.3,67,24,122,4415,721,293,39.8,7,18,1.889
